 Sample   Time     Commanded Pos   Encoder 1 Pos 
   174    7.703               0            -125;
   175    7.747               0            -125;
   176    7.792               0            -125;
   177    7.836               0            -125;
   178    7.880               0            -125;
   179    7.924               0            -125;
   180    7.969               0            -125;
   181    8.013               0            -125;
   182    8.057               0            -125;
   183    8.102               0            -125;
   184    8.146               0            -125;
   185    8.190               0            -125;
   186    8.234               0            -125;
   187    8.279               0            -125;
   188    8.323               0            -125;
   189    8.367               0            -125;
   190    8.411               0            -125;
   191    8.456               0            -125;
   192    8.500               0            -125;
   193    8.544               0            -125;
   194    8.589               0            -125;
   195    8.633               0            -125;
   196    8.677               0            -125;
   197    8.721               0            -125;
   198    8.766               0            -125;
   199    8.810               0            -125;
   200    8.854               0            -125;
   201    8.898               0            -125;
   202    8.943               0            -125;
   203    8.987               0            -125;
   204    9.031               0            -125;
   205    9.076               0            -125;
   206    9.120               0            -125;
   207    9.164               0            -125;
   208    9.208               0            -125;
   209    9.253               0            -125;
   210    9.297               0            -125;
   211    9.341               0            -125;
   212    9.385               0            -125;
   213    9.430               0            -125;
   214    9.474               0            -125;
   215    9.518               0            -125;
   216    9.563               0            -125;
   217    9.607               0            -125;
   218    9.651               0            -125;
   219    9.695               0            -125;
   220    9.740               0            -125;
   221    9.784               0            -125;
   222    9.828               0            -125;
   223    9.872               0            -125;
   224    9.917               0            -125;
   225    9.961               0            -125;
   226   10.005               0            -125;
   227   10.049               0            -125;
   228   10.094               0            -125;
   229   10.138               0            -125;
   230   10.182               0            -125;
   231   10.227               0            -125;
   232   10.271               0            -125;
   233   10.315               0            -125;
   234   10.359               0            -125;
   235   10.404               0            -125;
   236   10.448               0            -125;
   237   10.492               0            -125;
   238   10.536               0            -125;
   239   10.581               0            -125;
   240   10.625               0            -125;
   241   10.669               0            -125;
   242   10.714               0            -125;
   243   10.758               0            -125;
   244   10.802               0            -125;
   245   10.846               0            -125;
   246   10.891               0            -125;
   247   10.935               0            -125]
