 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
   111    4.914               0              37         -0.1392;
   112    4.958               0              -6          0.0620;
   113    5.003               0               4         -0.0571;
   114    5.047               0              20         -0.0052;
   115    5.091               0              -2         -0.0357;
   116    5.135               0              15         -0.0031;
   117    5.180               0               1         -0.0229;
   118    5.224               0              19         -0.0458;
   119    5.268               0              -6          0.0140;
   120    5.313               0              20         -0.0217;
   121    5.357               0              -2          0.0034;
   122    5.401               0              16         -0.0467;
   123    5.445               0               3          0.0168;
   124    5.490               0              15         -0.0513;
   125    5.534               0               6          0.0021;
   126    5.578               0              10         -0.0342;
   127    5.622               0               9         -0.0040;
   128    5.667               0              10         -0.0458;
   129    5.711               0              10         -0.0079;
   130    5.755               0               8         -0.0360;
   131    5.799               0              12         -0.0214;
   132    5.844               0               6         -0.0369;
   133    5.888               0              12         -0.0125;
   134    5.932               0               8         -0.0177;
   135    5.977               0              12         -0.0302;
   136    6.021               0               6         -0.0095;
   137    6.065               0              13         -0.0379;
   138    6.109               0               7         -0.0128;
   139    6.154               0              12         -0.0339;
   140    6.198               0               8         -0.0098;
   141    6.242               0              11         -0.0345;
   142    6.286               0               9         -0.0150;
   143    6.331               0              10         -0.0278;
   144    6.375               0              10         -0.0235;
   145    6.419               0              10         -0.0290;
   146    6.464               0              10         -0.0159;
   147    6.508               0               9         -0.0201;
   148    6.552               0              10         -0.0076;
   149    6.596               0               9         -0.0201;
   150    6.641               0              11         -0.0269;
   151    6.685               0               9         -0.0201;
   152    6.729               0              10         -0.0235;
   153    6.773               0               9         -0.0214;
   154    6.818               0              11         -0.0302;
   155    6.862               0               9         -0.0168;
   156    6.906               0              10         -0.0235;
   157    6.951               0              10         -0.0235;
   158    6.995               0              10         -0.0235;
   159    7.039               0               9         -0.0143;
   160    7.083               0              10         -0.0235;
   161    7.128               0              10         -0.0235;
   162    7.172               0              10         -0.0235;
   163    7.216               0              10         -0.0235;
   164    7.260               0              10         -0.0235;
   165    7.305               0              10         -0.0235;
   166    7.349               0              10         -0.0235;
   167    7.393               0              10         -0.0235;
   168    7.438               0              10         -0.0235;
   169    7.482               0              10         -0.0235;
   170    7.526               0              10         -0.0235;
   171    7.570               0              10         -0.0235;
   172    7.615               0              10         -0.0235;
   173    7.659               0              10         -0.0235;
   174    7.703               0              10         -0.0235;
   175    7.747               0              10         -0.0235;
   176    7.792               0              10         -0.0235;
   177    7.836               0              10         -0.0235;
   178    7.880               0              10         -0.0235;
   179    7.924               0              10         -0.0235;
   180    7.969               0              10         -0.0235;
   181    8.013               0              10         -0.0235;
   182    8.057               0              10         -0.0235;
   183    8.102               0              10         -0.0235;
   184    8.146               0              10         -0.0235;
   185    8.190               0              10         -0.0235;
   186    8.234               0              10         -0.0235;
   187    8.279               0              10         -0.0235;
   188    8.323               0              10         -0.0235;
   189    8.367               0              10         -0.0235;
   190    8.411               0              10         -0.0235;
   191    8.456               0              10         -0.0235;
   192    8.500               0              10         -0.0235;
   193    8.544               0              10         -0.0235;
   194    8.589               0              10         -0.0235;
   195    8.633               0              10         -0.0235;
   196    8.677               0              10         -0.0235;
   197    8.721               0              10         -0.0235;
   198    8.766               0              10         -0.0235;
   199    8.810               0              10         -0.0235;
   200    8.854               0              10         -0.0235;
   201    8.898               0              10         -0.0235;
   202    8.943               0              10         -0.0235;
   203    8.987               0              10         -0.0235;
   204    9.031               0              10         -0.0235;
   205    9.076               0              10         -0.0235;
   206    9.120               0              10         -0.0235;
   207    9.164               0              10         -0.0235;
   208    9.208               0              10         -0.0235;
   209    9.253               0              10         -0.0235;
   210    9.297               0              10         -0.0235;
   211    9.341               0              10         -0.0235;
   212    9.385               0              10         -0.0235;
   213    9.430               0              10         -0.0235;
   214    9.474               0              10         -0.0235;
   215    9.518               0              10         -0.0235;
   216    9.563               0              10         -0.0235;
   217    9.607               0              10         -0.0235;
   218    9.651               0              10         -0.0235;
   219    9.695               0              10         -0.0235;
   220    9.740               0              10         -0.0235;
   221    9.784               0              10         -0.0235;
   222    9.828               0              10         -0.0235;
   223    9.872               0              10         -0.0235;
   224    9.917               0              10         -0.0235;
   225    9.961               0              10         -0.0235;
   226   10.005               0              10         -0.0235;
   227   10.049               0              10         -0.0235;
   228   10.094               0              10         -0.0235;
   229   10.138               0              10         -0.0235;
   230   10.182               0              10         -0.0235;
   231   10.227               0              10         -0.0235;
   232   10.271               0              10         -0.0235;
   233   10.315               0              10         -0.0235;
   234   10.359               0              10         -0.0235;
   235   10.404               0              10         -0.0235;
   236   10.448               0              10         -0.0235;
   237   10.492               0              10         -0.0235;
   238   10.536               0              10         -0.0235;
   239   10.581               0              10         -0.0235;
   240   10.625               0              10         -0.0235;
   241   10.669               0              10         -0.0235;
   242   10.714               0              10         -0.0235;
   243   10.758               0              10         -0.0235;
   244   10.802               0              10         -0.0235;
   245   10.846               0              10         -0.0235;
   246   10.891               0              10         -0.0235;
   247   10.935               0              10         -0.0235]
