 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
    59    2.612               0              36         -0.0519;
    60    2.656               0              33         -0.0250;
    61    2.701               0              34         -0.0528;
    62    2.745               0              33         -0.0299;
    63    2.789               0              34         -0.0388;
    64    2.833               0              35         -0.0424;
    65    2.878               0              32         -0.0360;
    66    2.922               0              36         -0.0440;
    67    2.966               0              33         -0.0382;
    68    3.010           -3000              26         -4.2390;
    69    3.055           -3000           -1511         -0.3669;
    70    3.099           -3000           -3115          0.6426;
    71    3.143           -3000           -3451         -0.1944;
    72    3.188           -3000           -3146         -0.8523;
    73    3.232           -3000           -2977         -0.7952;
    74    3.276           -3000           -2961         -0.6795;
    75    3.320           -3000           -3001         -0.6447;
    76    3.365           -3000           -3005         -0.6813;
    77    3.409           -3000           -3011         -0.6355;
    78    3.453           -3000           -3003         -0.6877;
    79    3.497           -3000           -3008         -0.6545;
    80    3.542           -3000           -3007         -0.6642;
    81    3.586           -3000           -3003         -0.6542;
    82    3.630           -3000           -3009         -0.6712;
    83    3.674           -3000           -3006         -0.6532;
    84    3.719           -3000           -3009         -0.6636;
    85    3.763           -3000           -3002         -0.6719;
    86    3.807           -3000           -3011         -0.6514;
    87    3.852           -3000           -3004         -0.6694;
    88    3.896           -3000           -3009         -0.6636;
    89    3.940           -3000           -3004         -0.6825;
    90    3.984           -3000           -3010         -0.6526;
    91    4.029           -3000           -3005         -0.6780;
    92    4.073           -3000           -3008         -0.6639;
    93    4.117           -3000           -3006         -0.6654;
    94    4.161           -3000           -3007         -0.6566;
    95    4.206           -3000           -3007         -0.6716;
    96    4.250           -3000           -3007         -0.6566;
    97    4.294           -3000           -3009         -0.6636;
    98    4.339           -3000           -3007         -0.6670;
    99    4.383           -3000           -3010         -0.6624;
   100    4.427           -3000           -3007         -0.6670;
   101    4.471           -3000           -3009         -0.6636;
   102    4.516               0           -2932          3.2454;
   103    4.560               0           -1120         -0.7982;
   104    4.604               0             365         -1.4219;
   105    4.648               0             490         -0.3599;
   106    4.693               0             116          0.2268;
   107    4.737               0             -50          0.1542;
   108    4.781               0             -51         -0.0128;
   109    4.826               0              17         -0.0742;
   110    4.870               0              27         -0.0085;
   111    4.914               0              32         -0.0665;
   112    4.958               0              10          0.0153;
   113    5.003               0              16         -0.0354;
   114    5.047               0              19         -0.0089;
   115    5.091               0              15         -0.0479;
   116    5.135               0              18          0.0070;
   117    5.180               0              16         -0.0317;
   118    5.224               0              22         -0.0266;
   119    5.268               0              12         -0.0101;
   120    5.313               0              24         -0.0299;
   121    5.357               0              15         -0.0159;
   122    5.401               0              22         -0.0293;
   123    5.445               0              15         -0.0052;
   124    5.490               0              24         -0.0430;
   125    5.534               0              16         -0.0070;
   126    5.578               0              21         -0.0324;
   127    5.622               0              18         -0.0092;
   128    5.667               0              19         -0.0348;
   129    5.711               0              18         -0.0043;
   130    5.755               0              19         -0.0330;
   131    5.799               0              20         -0.0171;
   132    5.844               0              17         -0.0183;
   133    5.888               0              22         -0.0278;
   134    5.932               0              17         -0.0195;
   135    5.977               0              22         -0.0311;
   136    6.021               0              16         -0.0171;
   137    6.065               0              23         -0.0333;
   138    6.109               0              17         -0.0128;
   139    6.154               0              21         -0.0311;
   140    6.198               0              18         -0.0150;
   141    6.242               0              22         -0.0357;
   142    6.286               0              18         -0.0156;
   143    6.331               0              20         -0.0324;
   144    6.375               0              19         -0.0235;
   145    6.419               0              19         -0.0391;
   146    6.464               0              20         -0.0247;
   147    6.508               0              19         -0.0208;
   148    6.552               0              20         -0.0253;
   149    6.596               0              19         -0.0183;
   150    6.641               0              21         -0.0253;
   151    6.685               0              18         -0.0208;
   152    6.729               0              21         -0.0263;
   153    6.773               0              19         -0.0198;
   154    6.818               0              21         -0.0281;
   155    6.862               0              19         -0.0211;
   156    6.906               0              20         -0.0235;
   157    6.951               0              19         -0.0113;
   158    6.995               0              20         -0.0235;
   159    7.039               0              19         -0.0168;
   160    7.083               0              20         -0.0220;
   161    7.128               0              20         -0.0235;
   162    7.172               0              20         -0.0223;
   163    7.216               0              20         -0.0235;
   164    7.260               0              19         -0.0223;
   165    7.305               0              20         -0.0235;
   166    7.349               0              19         -0.0223;
   167    7.393               0              20         -0.0235;
   168    7.438               0              20         -0.0235;
   169    7.482               0              20         -0.0235;
   170    7.526               0              19         -0.0113;
   171    7.570               0              20         -0.0235;
   172    7.615               0              19         -0.0235;
   173    7.659               0              20         -0.0235;
   174    7.703               0              20         -0.0235;
   175    7.747               0              20         -0.0235;
   176    7.792               0              20         -0.0235;
   177    7.836               0              19         -0.0223;
   178    7.880               0              20         -0.0235;
   179    7.924               0              20         -0.0235;
   180    7.969               0              20         -0.0235;
   181    8.013               0              20         -0.0235;
   182    8.057               0              20         -0.0235;
   183    8.102               0              20         -0.0235;
   184    8.146               0              20         -0.0235;
   185    8.190               0              20         -0.0235;
   186    8.234               0              20         -0.0235;
   187    8.279               0              20         -0.0235;
   188    8.323               0              20         -0.0235;
   189    8.367               0              20         -0.0235;
   190    8.411               0              20         -0.0235;
   191    8.456               0              20         -0.0235;
   192    8.500               0              20         -0.0235;
   193    8.544               0              20         -0.0235;
   194    8.589               0              20         -0.0235;
   195    8.633               0              20         -0.0235;
   196    8.677               0              20         -0.0235;
   197    8.721               0              20         -0.0235;
   198    8.766               0              20         -0.0235;
   199    8.810               0              20         -0.0235;
   200    8.854               0              20         -0.0235;
   201    8.898               0              20         -0.0235;
   202    8.943               0              20         -0.0235;
   203    8.987               0              20         -0.0235;
   204    9.031               0              20         -0.0235;
   205    9.076               0              20         -0.0235;
   206    9.120               0              20         -0.0235;
   207    9.164               0              20         -0.0235;
   208    9.208               0              20         -0.0235;
   209    9.253               0              20         -0.0235;
   210    9.297               0              20         -0.0235;
   211    9.341               0              20         -0.0235;
   212    9.385               0              20         -0.0235;
   213    9.430               0              20         -0.0235;
   214    9.474               0              20         -0.0235;
   215    9.518               0              20         -0.0235;
   216    9.563               0              20         -0.0235;
   217    9.607               0              20         -0.0235;
   218    9.651               0              20         -0.0235;
   219    9.695               0              20         -0.0235;
   220    9.740               0              20         -0.0235;
   221    9.784               0              20         -0.0235;
   222    9.828               0              20         -0.0235;
   223    9.872               0              20         -0.0235;
   224    9.917               0              20         -0.0235;
   225    9.961               0              20         -0.0235;
   226   10.005               0              20         -0.0235;
   227   10.049               0              20         -0.0235;
   228   10.094               0              20         -0.0235;
   229   10.138               0              20         -0.0235;
   230   10.182               0              20         -0.0235;
   231   10.227               0              20         -0.0235;
   232   10.271               0              20         -0.0235;
   233   10.315               0              20         -0.0235;
   234   10.359               0              20         -0.0235;
   235   10.404               0              20         -0.0235;
   236   10.448               0              20         -0.0235;
   237   10.492               0              20         -0.0235;
   238   10.536               0              20         -0.0235;
   239   10.581               0              20         -0.0235;
   240   10.625               0              20         -0.0235;
   241   10.669               0              20         -0.0235;
   242   10.714               0              20         -0.0235;
   243   10.758               0              20         -0.0235;
   244   10.802               0              20         -0.0235;
   245   10.846               0              20         -0.0235;
   246   10.891               0              20         -0.0235;
   247   10.935               0              20         -0.0235]
