 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
    67    2.966               0              -4          0.0040;
    68    3.010           -3000             -19         -3.9554;
    69    3.055           -3000           -1503         -0.3483;
    70    3.099           -3000           -2826         -0.1029;
    71    3.143           -3000           -2862         -1.1807;
    72    3.188           -3000           -2508         -1.5369;
    73    3.232           -3000           -2445         -1.3046;
    74    3.276           -3000           -2478         -1.2292;
    75    3.320           -3000           -2514         -1.2237;
    76    3.365           -3000           -2504         -1.2811;
    77    3.409           -3000           -2516         -1.2103;
    78    3.453           -3000           -2503         -1.2744;
    79    3.497           -3000           -2510         -1.2390;
    80    3.542           -3000           -2507         -1.2720;
    81    3.586           -3000           -2508         -1.2253;
    82    3.630           -3000           -2508         -1.2726;
    83    3.674           -3000           -2508         -1.2405;
    84    3.719           -3000           -2509         -1.2656;
    85    3.763           -3000           -2505         -1.2436;
    86    3.807           -3000           -2511         -1.2659;
    87    3.852           -3000           -2506         -1.2408;
    88    3.896           -3000           -2511         -1.2473;
    89    3.940           -3000           -2505         -1.2576;
    90    3.984           -3000           -2514         -1.2424;
    91    4.029           -3000           -2506         -1.2531;
    92    4.073           -3000           -2510         -1.2436;
    93    4.117           -3000           -2506         -1.2592;
    94    4.161           -3000           -2511         -1.2344;
    95    4.206           -3000           -2507         -1.2595;
    96    4.250           -3000           -2510         -1.2457;
    97    4.294           -3000           -2508         -1.2534;
    98    4.339           -3000           -2509         -1.2442;
    99    4.383           -3000           -2509         -1.2573;
   100    4.427           -3000           -2509         -1.2433;
   101    4.471           -3000           -2509         -1.2491;
   102    4.516               0           -2412          2.0232;
   103    4.560               0            -643         -1.3251;
   104    4.604               0             537         -1.1364;
   105    4.648               0             349          0.0940;
   106    4.693               0             -57          0.3291;
   107    4.737               0            -107          0.1029;
   108    4.781               0             -34         -0.0708;
   109    4.826               0              27         -0.0568;
   110    4.870               0              11          0.0348;
   111    4.914               0               7         -0.0153;
   112    4.958               0             -13          0.0183;
   113    5.003               0              -2         -0.0107;
   114    5.047               0              -5          0.0266;
   115    5.091               0              -0         -0.0379;
   116    5.135               0              -4          0.0229;
   117    5.180               0              -2         -0.0064;
   118    5.224               0              -3          0.0192;
   119    5.268               0              -6         -0.0079;
   120    5.313               0              -2          0.0247;
   121    5.357               0              -4         -0.0058;
   122    5.401               0              -3          0.0027;
   123    5.445               0              -8          0.0085;
   124    5.490               0               1         -0.0018;
   125    5.534               0              -6          0.0064;
   126    5.578               0              -4          0.0046;
   127    5.622               0              -8          0.0140;
   128    5.667               0              -1         -0.0076;
   129    5.711               0              -6          0.0079;
   130    5.755               0              -3          0.0009;
   131    5.799               0              -5          0.0076;
   132    5.844               0              -3         -0.0055;
   133    5.888               0              -4          0.0104;
   134    5.932               0              -4          0.0046;
   135    5.977               0              -4          0.0046;
   136    6.021               0              -5          0.0058;
   137    6.065               0              -3          0.0027;
   138    6.109               0              -6          0.0064;
   139    6.154               0              -4          0.0046;
   140    6.198               0              -5          0.0058;
   141    6.242               0              -3          0.0003;
   142    6.286               0              -6          0.0064;
   143    6.331               0              -4          0.0046;
   144    6.375               0              -5          0.0058;
   145    6.419               0              -4          0.0046;
   146    6.464               0              -5          0.0058;
   147    6.508               0              -4          0.0046;
   148    6.552               0              -5          0.0058;
   149    6.596               0              -4          0.0046;
   150    6.641               0              -5          0.0058;
   151    6.685               0              -4          0.0046;
   152    6.729               0              -4          0.0046;
   153    6.773               0              -5          0.0058;
   154    6.818               0              -5          0.0168;
   155    6.862               0              -5          0.0058;
   156    6.906               0              -4          0.0046;
   157    6.951               0              -5          0.0058;
   158    6.995               0              -4          0.0046;
   159    7.039               0              -5          0.0058;
   160    7.083               0              -4          0.0046;
   161    7.128               0              -5          0.0058;
   162    7.172               0              -4          0.0046;
   163    7.216               0              -5          0.0058;
   164    7.260               0              -4          0.0046;
   165    7.305               0              -5          0.0058;
   166    7.349               0              -5          0.0058;
   167    7.393               0              -5          0.0058;
   168    7.438               0              -5          0.0058;
   169    7.482               0              -5          0.0058;
   170    7.526               0              -5          0.0058;
   171    7.570               0              -4          0.0046;
   172    7.615               0              -5          0.0058;
   173    7.659               0              -4          0.0046;
   174    7.703               0              -5          0.0058;
   175    7.747               0              -4          0.0046;
   176    7.792               0              -5          0.0058;
   177    7.836               0              -5          0.0058;
   178    7.880               0              -5          0.0058;
   179    7.924               0              -5          0.0058;
   180    7.969               0              -5          0.0058;
   181    8.013               0              -4         -0.0064;
   182    8.057               0              -4          0.0046;
   183    8.102               0              -4          0.0046;
   184    8.146               0              -4          0.0046;
   185    8.190               0              -5          0.0058;
   186    8.234               0              -5          0.0058;
   187    8.279               0              -5          0.0058;
   188    8.323               0              -5          0.0058;
   189    8.367               0              -5          0.0058;
   190    8.411               0              -5          0.0058;
   191    8.456               0              -5          0.0058;
   192    8.500               0              -5          0.0058;
   193    8.544               0              -5          0.0058;
   194    8.589               0              -5          0.0058;
   195    8.633               0              -5          0.0058;
   196    8.677               0              -5          0.0058;
   197    8.721               0              -5          0.0058;
   198    8.766               0              -5          0.0058;
   199    8.810               0              -5          0.0058;
   200    8.854               0              -5          0.0058;
   201    8.898               0              -5          0.0058;
   202    8.943               0              -5          0.0058;
   203    8.987               0              -5          0.0058;
   204    9.031               0              -5          0.0058;
   205    9.076               0              -5          0.0058;
   206    9.120               0              -5          0.0058;
   207    9.164               0              -5          0.0058;
   208    9.208               0              -5          0.0058;
   209    9.253               0              -5          0.0058;
   210    9.297               0              -5          0.0058;
   211    9.341               0              -5          0.0058;
   212    9.385               0              -5          0.0058;
   213    9.430               0              -5          0.0058;
   214    9.474               0              -5          0.0058;
   215    9.518               0              -5          0.0058;
   216    9.563               0              -5          0.0058;
   217    9.607               0              -5          0.0058;
   218    9.651               0              -5          0.0058;
   219    9.695               0              -5          0.0058;
   220    9.740               0              -5          0.0058;
   221    9.784               0              -5          0.0058;
   222    9.828               0              -5          0.0058;
   223    9.872               0              -5          0.0058;
   224    9.917               0              -5          0.0058;
   225    9.961               0              -5          0.0058;
   226   10.005               0              -5          0.0058;
   227   10.049               0              -5          0.0058;
   228   10.094               0              -5          0.0058;
   229   10.138               0              -5          0.0058;
   230   10.182               0              -5          0.0058;
   231   10.227               0              -5          0.0058;
   232   10.271               0              -5          0.0058;
   233   10.315               0              -5          0.0058;
   234   10.359               0              -5          0.0058;
   235   10.404               0              -5          0.0058;
   236   10.448               0              -5          0.0058;
   237   10.492               0              -5          0.0058;
   238   10.536               0              -5          0.0058;
   239   10.581               0              -5          0.0058;
   240   10.625               0              -5          0.0058;
   241   10.669               0              -5          0.0058;
   242   10.714               0              -5          0.0058;
   243   10.758               0              -5          0.0058;
   244   10.802               0              -5          0.0058;
   245   10.846               0              -5          0.0058;
   246   10.891               0              -5          0.0058;
   247   10.935               0              -5          0.0058]
