 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
    59    2.612               0             151         -0.0443;
    60    2.656               0             151         -0.0443;
    61    2.701               0             152         -0.0473;
    62    2.745               0             151         -0.0443;
    63    2.789               0             151         -0.0443;
    64    2.833               0             151         -0.0443;
    65    2.878               0             151         -0.0443;
    66    2.922               0             151         -0.0446;
    67    2.966               0             151         -0.0443;
    68    3.010           -3000             140         -1.5177;
    69    3.055           -3000            -535         -0.4060;
    70    3.099           -3000           -1443         -0.1984;
    71    3.143           -3000           -2136         -0.2988;
    72    3.188           -3000           -2546         -0.4640;
    73    3.232           -3000           -2768         -0.5739;
    74    3.276           -3000           -2863         -0.6432;
    75    3.320           -3000           -2904         -0.6734;
    76    3.365           -3000           -2914         -0.6987;
    77    3.409           -3000           -2921         -0.6877;
    78    3.453           -3000           -2920         -0.6972;
    79    3.497           -3000           -2923         -0.6957;
    80    3.542           -3000           -2923         -0.6963;
    81    3.586           -3000           -2925         -0.6862;
    82    3.630           -3000           -2925         -0.6957;
    83    3.674           -3000           -2927         -0.6917;
    84    3.719           -3000           -2927         -0.6951;
    85    3.763           -3000           -2926         -0.6844;
    86    3.807           -3000           -2928         -0.6947;
    87    3.852           -3000           -2926         -0.6954;
    88    3.896           -3000           -2927         -0.6951;
    89    3.940           -3000           -2926         -0.6954;
    90    3.984           -3000           -2927         -0.6951;
    91    4.029           -3000           -2926         -0.6954;
    92    4.073           -3000           -2927         -0.6951;
    93    4.117           -3000           -2927         -0.6951;
    94    4.161           -3000           -2927         -0.6951;
    95    4.206           -3000           -2927         -0.6951;
    96    4.250           -3000           -2927         -0.6951;
    97    4.294           -3000           -2927         -0.6951;
    98    4.339           -3000           -2927         -0.6951;
    99    4.383           -3000           -2927         -0.6951;
   100    4.427           -3000           -2927         -0.6951;
   101    4.471           -3000           -2927         -0.6951;
   102    4.516               0           -2887          0.5607;
   103    4.560               0           -2136         -0.3984;
   104    4.604               0           -1227         -0.5522;
   105    4.648               0            -559         -0.4368;
   106    4.693               0            -174         -0.2582;
   107    4.737               0              10         -0.1139;
   108    4.781               0              66         -0.0586;
   109    4.826               0              82         -0.0247;
   110    4.870               0              76         -0.0070;
   111    4.914               0              82         -0.0311;
   112    4.958               0              74         -0.0189;
   113    5.003               0              80         -0.0293;
   114    5.047               0              77         -0.0110;
   115    5.091               0              81         -0.0330;
   116    5.135               0              77         -0.0095;
   117    5.180               0              80         -0.0247;
   118    5.224               0              79         -0.0073;
   119    5.268               0              79         -0.0400;
   120    5.313               0              80         -0.0131;
   121    5.357               0              78         -0.0229;
   122    5.401               0              80         -0.0238;
   123    5.445               0              79         -0.0232;
   124    5.490               0              82         -0.0244;
   125    5.534               0              77         -0.0220;
   126    5.578               0              80         -0.0238;
   127    5.622               0              79         -0.0232;
   128    5.667               0              81         -0.0275;
   129    5.711               0              78         -0.0183;
   130    5.755               0              80         -0.0266;
   131    5.799               0              80         -0.0238;
   132    5.844               0              80         -0.0238;
   133    5.888               0              79         -0.0165;
   134    5.932               0              80         -0.0235;
   135    5.977               0              80         -0.0235;
   136    6.021               0              80         -0.0345;
   137    6.065               0              80         -0.0235;
   138    6.109               0              80         -0.0345;
   139    6.154               0              80         -0.0235;
   140    6.198               0              80         -0.0235;
   141    6.242               0              80         -0.0235;
   142    6.286               0              79         -0.0232;
   143    6.331               0              80         -0.0235;
   144    6.375               0              80         -0.0235;
   145    6.419               0              80         -0.0235;
   146    6.464               0              80         -0.0235;
   147    6.508               0              80         -0.0235;
   148    6.552               0              80         -0.0235;
   149    6.596               0              80         -0.0235;
   150    6.641               0              80         -0.0235;
   151    6.685               0              80         -0.0235;
   152    6.729               0              80         -0.0235;
   153    6.773               0              80         -0.0235;
   154    6.818               0              80         -0.0235;
   155    6.862               0              80         -0.0235;
   156    6.906               0              80         -0.0235;
   157    6.951               0              80         -0.0235;
   158    6.995               0              80         -0.0235;
   159    7.039               0              80         -0.0235;
   160    7.083               0              80         -0.0235;
   161    7.128               0              80         -0.0235;
   162    7.172               0              80         -0.0235;
   163    7.216               0              80         -0.0235;
   164    7.260               0              80         -0.0235;
   165    7.305               0              80         -0.0235;
   166    7.349               0              80         -0.0235;
   167    7.393               0              80         -0.0235;
   168    7.438               0              80         -0.0235;
   169    7.482               0              80         -0.0235;
   170    7.526               0              80         -0.0235;
   171    7.570               0              80         -0.0235;
   172    7.615               0              80         -0.0235;
   173    7.659               0              80         -0.0235;
   174    7.703               0              80         -0.0235;
   175    7.747               0              80         -0.0235;
   176    7.792               0              80         -0.0235;
   177    7.836               0              80         -0.0235;
   178    7.880               0              80         -0.0235;
   179    7.924               0              80         -0.0235;
   180    7.969               0              80         -0.0235;
   181    8.013               0              80         -0.0235;
   182    8.057               0              80         -0.0235;
   183    8.102               0              80         -0.0235;
   184    8.146               0              80         -0.0235;
   185    8.190               0              80         -0.0235;
   186    8.234               0              80         -0.0235;
   187    8.279               0              80         -0.0235;
   188    8.323               0              80         -0.0235;
   189    8.367               0              80         -0.0235;
   190    8.411               0              80         -0.0235;
   191    8.456               0              80         -0.0235;
   192    8.500               0              80         -0.0235;
   193    8.544               0              80         -0.0235;
   194    8.589               0              80         -0.0235;
   195    8.633               0              80         -0.0235;
   196    8.677               0              80         -0.0235;
   197    8.721               0              80         -0.0235;
   198    8.766               0              80         -0.0235;
   199    8.810               0              80         -0.0235;
   200    8.854               0              80         -0.0235;
   201    8.898               0              80         -0.0235;
   202    8.943               0              80         -0.0235;
   203    8.987               0              80         -0.0235;
   204    9.031               0              80         -0.0235;
   205    9.076               0              80         -0.0235;
   206    9.120               0              80         -0.0235;
   207    9.164               0              80         -0.0235;
   208    9.208               0              80         -0.0235;
   209    9.253               0              80         -0.0235;
   210    9.297               0              80         -0.0235;
   211    9.341               0              80         -0.0235;
   212    9.385               0              80         -0.0235;
   213    9.430               0              80         -0.0235;
   214    9.474               0              80         -0.0235;
   215    9.518               0              80         -0.0235;
   216    9.563               0              80         -0.0235;
   217    9.607               0              80         -0.0235;
   218    9.651               0              80         -0.0235;
   219    9.695               0              80         -0.0235;
   220    9.740               0              80         -0.0235;
   221    9.784               0              80         -0.0235;
   222    9.828               0              80         -0.0235;
   223    9.872               0              80         -0.0235;
   224    9.917               0              80         -0.0235;
   225    9.961               0              80         -0.0235;
   226   10.005               0              80         -0.0235;
   227   10.049               0              80         -0.0235;
   228   10.094               0              80         -0.0235;
   229   10.138               0              80         -0.0235;
   230   10.182               0              80         -0.0235;
   231   10.227               0              80         -0.0235;
   232   10.271               0              80         -0.0235;
   233   10.315               0              80         -0.0235;
   234   10.359               0              80         -0.0235;
   235   10.404               0              80         -0.0235;
   236   10.448               0              80         -0.0235;
   237   10.492               0              80         -0.0235;
   238   10.536               0              80         -0.0235;
   239   10.581               0              80         -0.0235;
   240   10.625               0              80         -0.0235;
   241   10.669               0              80         -0.0235;
   242   10.714               0              80         -0.0235;
   243   10.758               0              80         -0.0235;
   244   10.802               0              80         -0.0235;
   245   10.846               0              80         -0.0235;
   246   10.891               0              80         -0.0235;
   247   10.935               0              80         -0.0235]
