 Sample   Time     Commanded Pos   Encoder 1 Pos 
    89    3.940           -3000           -1123;
    90    3.984           -3000           -1123;
    91    4.029           -3000           -1123;
    92    4.073           -3000           -1123;
    93    4.117           -3000           -1124;
    94    4.161           -3000           -1124;
    95    4.206           -3000           -1124;
    96    4.250           -3000           -1124;
    97    4.294           -3000           -1124;
    98    4.339           -3000           -1124;
    99    4.383           -3000           -1124;
   100    4.427           -3000           -1124;
   101    4.471           -3000           -1124;
   102    4.516               0           -1108;
   103    4.560               0            -807;
   104    4.604               0            -432;
   105    4.648               0            -160;
   106    4.693               0             -17;
   107    4.737               0              38;
   108    4.781               0              49;
   109    4.826               0              44;
   110    4.870               0              37;
   111    4.914               0              35;
   112    4.958               0              30;
   113    5.003               0              30;
   114    5.047               0              29;
   115    5.091               0              30;
   116    5.135               0              27;
   117    5.180               0              28;
   118    5.224               0              27;
   119    5.268               0              27;
   120    5.313               0              26;
   121    5.357               0              26;
   122    5.401               0              25;
   123    5.445               0              24;
   124    5.490               0              24;
   125    5.534               0              24;
   126    5.578               0              25;
   127    5.622               0              25;
   128    5.667               0              25;
   129    5.711               0              25;
   130    5.755               0              25;
   131    5.799               0              25;
   132    5.844               0              25;
   133    5.888               0              25;
   134    5.932               0              25;
   135    5.977               0              25;
   136    6.021               0              25;
   137    6.065               0              25;
   138    6.109               0              25;
   139    6.154               0              25;
   140    6.198               0              25;
   141    6.242               0              25;
   142    6.286               0              25;
   143    6.331               0              25;
   144    6.375               0              25;
   145    6.419               0              25;
   146    6.464               0              25;
   147    6.508               0              25;
   148    6.552               0              25;
   149    6.596               0              25;
   150    6.641               0              25;
   151    6.685               0              25;
   152    6.729               0              25;
   153    6.773               0              25;
   154    6.818               0              25;
   155    6.862               0              25;
   156    6.906               0              25;
   157    6.951               0              25;
   158    6.995               0              25;
   159    7.039               0              25;
   160    7.083               0              25;
   161    7.128               0              25;
   162    7.172               0              25;
   163    7.216               0              25;
   164    7.260               0              25;
   165    7.305               0              25;
   166    7.349               0              25;
   167    7.393               0              25;
   168    7.438               0              25;
   169    7.482               0              25;
   170    7.526               0              25;
   171    7.570               0              25;
   172    7.615               0              25;
   173    7.659               0              25;
   174    7.703               0              25;
   175    7.747               0              25;
   176    7.792               0              25;
   177    7.836               0              25;
   178    7.880               0              25;
   179    7.924               0              25;
   180    7.969               0              25;
   181    8.013               0              25;
   182    8.057               0              25;
   183    8.102               0              25;
   184    8.146               0              25;
   185    8.190               0              25;
   186    8.234               0              25;
   187    8.279               0              25;
   188    8.323               0              25;
   189    8.367               0              25;
   190    8.411               0              25;
   191    8.456               0              25;
   192    8.500               0              25;
   193    8.544               0              25;
   194    8.589               0              25;
   195    8.633               0              25;
   196    8.677               0              25;
   197    8.721               0              25;
   198    8.766               0              25;
   199    8.810               0              25;
   200    8.854               0              25;
   201    8.898               0              25;
   202    8.943               0              25;
   203    8.987               0              25;
   204    9.031               0              25;
   205    9.076               0              25;
   206    9.120               0              25;
   207    9.164               0              25;
   208    9.208               0              25;
   209    9.253               0              25;
   210    9.297               0              25;
   211    9.341               0              25;
   212    9.385               0              25;
   213    9.430               0              25;
   214    9.474               0              25;
   215    9.518               0              25;
   216    9.563               0              25;
   217    9.607               0              25;
   218    9.651               0              25;
   219    9.695               0              25;
   220    9.740               0              25;
   221    9.784               0              25;
   222    9.828               0              24;
   223    9.872               0              25;
   224    9.917               0              25;
   225    9.961               0              25;
   226   10.005               0              25;
   227   10.049               0              25;
   228   10.094               0              25;
   229   10.138               0              25;
   230   10.182               0              25;
   231   10.227               0              25;
   232   10.271               0              24;
   233   10.315               0              25;
   234   10.359               0              25;
   235   10.404               0              25;
   236   10.448               0              25;
   237   10.492               0              25;
   238   10.536               0              25;
   239   10.581               0              25;
   240   10.625               0              25;
   241   10.669               0              25;
   242   10.714               0              25;
   243   10.758               0              25;
   244   10.802               0              25;
   245   10.846               0              25;
   246   10.891               0              25;
   247   10.935               0              25]
